# Polymarket Sniper V5 — Session Log
# Generated: 2026-03-01 09:58:28
# Snapshot rows logged every ~15s. TRADE_EVENT rows on buy/sell/settle.
#
# SNAPSHOT FIELDS:
#   Timestamp      — Wall-clock time of snapshot
#   SimBal         — Simulated wallet balance (USD)
#   LiveBal        — Live Polymarket wallet balance (USD)
#   RiskBankroll   — Current risk-adjusted bankroll available for bets (USD)
#   TimeRem        — Time remaining in current 5-min window (MM:SS)
#   BTC_Price      — Live BTC/USD price from Kraken WS / Binance fallback
#   BTC_Open       — BTC price at window open (Kraken REST)
#   BTC_Diff       — BTC_Price minus BTC_Open (USD)
#   BTC_Range      — Intra-window high-low price range (USD)
#   Odds_Score     — Polymarket UP-DN bid skew in cents (+ve = UP favoured)
#   Trend_4H       — 4-hour macro trend direction (S-UP/M-UP/W-UP/NEUTRAL/W-DOWN/M-DOWN/S-DOWN)
#   Trend_1H       — 1-hour trend direction (same scale)
#   RSI_1m         — 14-period RSI on 1-minute Binance candles
#   ATR_5m         — 5-period Average True Range on 1-minute candles (USD)
#   Sig_Slingshot  — Slingshot scanner signal this tick (WAIT/OFF/BET_UP/BET_DOWN)
#   Sig_Cobra      — Cobra scanner signal this tick
#   Sig_Flag       — BullFlag scanner signal this tick
#   Master_Score   — Net scanner consensus: (# UP signals) minus (# DOWN signals)
#   Master_Status  — Aggregate direction: BUY_UP / BUY_DN / NEUTRAL
#   Active_Scanners— Count of scanners firing a BET signal this tick
#   UP_Price       — Polymarket UP option midpoint price
#   DN_Price       — Polymarket DOWN option midpoint price
#   UP_Bid         — Polymarket UP option best bid
#   DN_Bid         — Polymarket DOWN option best bid
#   Shares_UP      — Current UP shares held
#   Shares_DN      — Current DOWN shares held
#
# TRADE_EVENT FIELDS (interleaved rows):
#   TRADE_EVENT,Time,Type,Side,Amount,ExecPrice,SigPrice,Slippage,Shares,RSI,Trend,RiskBal,MainBal,Note
Timestamp,SimBal,LiveBal,RiskBankroll,TimeRem,BTC_Price,BTC_Open,BTC_Diff,BTC_Range,Odds_Score,Trend_4H,Trend_1H,RSI_1m,ATR_5m,Sig_Slingshot,Sig_Cobra,Sig_Flag,Master_Score,Master_Status,Active_Scanners,UP_Price,DN_Price,UP_Bid,DN_Bid,Shares_UP,Shares_DN
2026-03-01 10:13:10,64.00,94.74,64.00,01:50,67240.71,67134.50,106.21,138.36,93.0,S-UP,NEUTRAL,63.5,47.88,OFF,OFF,OFF,-1,BUY_DN,1,0.965,0.035,0.970,0.040,0.00,0.00
2026-03-01 10:13:25,64.00,94.74,64.00,01:35,67240.71,67134.50,106.21,138.36,94.0,S-UP,NEUTRAL,63.9,48.95,OFF,OFF,OFF,-1,BUY_DN,1,0.970,0.030,0.980,0.040,0.00,0.00
2026-03-01 10:13:41,64.00,94.74,64.00,01:19,67239.59,67134.50,105.09,138.36,97.0,S-UP,NEUTRAL,65.6,53.80,OFF,OFF,OFF,-1,BUY_DN,1,0.985,0.015,0.990,0.020,0.00,0.00
2026-03-01 10:13:57,64.00,94.74,64.00,01:04,67273.54,67134.50,139.04,142.80,97.0,S-UP,W-DOWN,66.1,55.50,OFF,OFF,OFF,-1,BUY_DN,1,0.985,0.015,0.990,0.020,0.00,0.00
2026-03-01 10:14:12,64.00,94.74,64.00,00:48,67260.30,67134.50,125.80,142.80,99.0,S-UP,W-DOWN,65.9,49.00,OFF,OFF,OFF,-1,BUY_DN,1,0.995,0.010,1.000,0.010,0.00,0.00
2026-03-01 10:14:28,64.00,94.74,64.00,00:32,67264.70,67134.50,130.20,142.80,99.0,S-UP,W-DOWN,62.4,54.51,OFF,OFF,OFF,-1,BUY_DN,1,0.995,0.010,1.000,0.010,0.00,0.00
2026-03-01 10:14:44,64.00,94.74,64.00,00:16,67245.96,67134.50,111.46,142.80,99.0,S-UP,W-DOWN,62.4,56.49,OFF,OFF,OFF,-1,BUY_DN,1,0.995,0.010,1.000,0.010,0.00,0.00
TRADE_EVENT,2026-03-01 10:14:50,BUY,DOWN,12.00,0.52000,0.52000,0.00000,23.08,0.00,N/A,0.00,52.00,PreBuy_Follow Lead (6.0¢ gap)
TRADE_EVENT,2026-03-01 10:14:59,SETTLE,UP,0.00,1.00000,1.00000,0.00000,0.00,0.00,N/A,0.00,52.00,Win: UP | PnL: -12.00
2026-03-01 10:15:01,52.00,94.74,52.00,00:01,67245.96,67134.50,111.46,142.80,99.1,S-UP,W-DOWN,65.4,56.49,OFF,OFF,OFF,-1,BUY_DN,1,0.995,0.009,1.000,0.009,0.00,0.00
2026-03-01 10:15:16,52.00,94.74,52.00,04:44,67270.30,67273.00,-2.70,2.70,-19.0,S-UP,W-DOWN,63.9,52.80,OFF,OFF,OFF,-1,BUY_DN,1,0.405,0.595,0.410,0.600,0.00,0.00
2026-03-01 10:15:32,52.00,94.74,52.00,04:28,67250.70,67273.00,-22.30,22.30,-29.0,S-UP,W-DOWN,62.2,55.36,OFF,OFF,OFF,-1,BUY_DN,1,0.355,0.645,0.360,0.650,0.00,0.00
2026-03-01 10:15:48,52.00,94.74,52.00,04:12,67250.70,67273.00,-22.30,28.95,-25.0,S-UP,W-DOWN,62.2,57.45,OFF,OFF,OFF,-1,BUY_DN,1,0.375,0.625,0.380,0.630,0.00,0.00
2026-03-01 10:16:04,52.00,94.74,52.00,03:56,67244.05,67273.00,-28.95,28.95,-41.0,S-UP,W-DOWN,61.3,57.45,OFF,OFF,OFF,-1,BUY_DN,1,0.295,0.705,0.300,0.710,0.00,0.00
2026-03-01 10:16:19,52.00,94.74,52.00,03:41,67209.90,67273.00,-63.10,63.10,-51.0,S-UP,W-DOWN,57.4,36.65,OFF,OFF,OFF,-1,BUY_DN,1,0.245,0.755,0.250,0.760,0.00,0.00
2026-03-01 10:16:35,52.00,94.74,52.00,03:25,67235.38,67273.00,-37.62,63.10,-65.0,S-UP,W-DOWN,57.9,36.65,OFF,OFF,OFF,-1,BUY_DN,1,0.175,0.825,0.180,0.830,0.00,0.00
2026-03-01 10:16:51,52.00,94.74,52.00,03:09,67213.77,67273.00,-59.23,63.10,-70.0,S-UP,W-DOWN,57.5,36.65,OFF,OFF,OFF,-1,BUY_DN,1,0.150,0.850,0.150,0.850,0.00,0.00
2026-03-01 10:17:06,52.00,94.74,52.00,02:54,67213.77,67273.00,-59.23,63.10,-67.0,S-UP,W-DOWN,57.5,36.65,OFF,OFF,OFF,-1,BUY_DN,1,0.165,0.835,0.170,0.840,0.00,0.00
2026-03-01 10:17:21,52.00,94.74,52.00,02:39,67212.50,67273.00,-60.50,63.10,-71.0,S-UP,W-DOWN,57.7,30.23,OFF,OFF,OFF,-1,BUY_DN,1,0.145,0.855,0.150,0.860,0.00,0.00
2026-03-01 10:17:37,52.00,94.74,52.00,02:23,67208.05,67273.00,-64.95,64.95,-81.0,S-UP,W-DOWN,56.4,31.96,OFF,OFF,OFF,-1,BUY_DN,1,0.095,0.905,0.100,0.910,0.00,0.00
2026-03-01 10:17:52,52.00,94.74,52.00,02:08,67208.05,67273.00,-64.95,64.95,-27.0,S-UP,W-DOWN,61.9,42.37,OFF,OFF,OFF,-1,BUY_DN,1,0.365,0.635,0.370,0.640,0.00,0.00
2026-03-01 10:18:08,52.00,94.74,52.00,01:52,67256.75,67273.00,-16.25,64.95,-59.0,S-UP,W-DOWN,60.6,42.37,OFF,OFF,OFF,-1,BUY_DN,1,0.205,0.795,0.210,0.800,0.00,0.00
2026-03-01 10:18:24,52.00,94.74,52.00,01:36,67256.75,67273.00,-16.25,64.95,-35.0,S-UP,W-DOWN,61.3,37.42,OFF,OFF,OFF,-1,BUY_DN,1,0.325,0.675,0.330,0.680,0.00,0.00
2026-03-01 10:18:40,52.00,94.74,52.00,01:20,67251.50,67273.00,-21.50,64.95,-51.0,S-UP,W-DOWN,61.3,37.42,OFF,OFF,OFF,-1,BUY_DN,1,0.245,0.755,0.250,0.760,0.00,0.00
2026-03-01 10:18:55,52.00,94.74,52.00,01:05,67243.10,67273.00,-29.90,64.95,-11.0,S-UP,W-DOWN,62.0,39.19,OFF,OFF,OFF,-1,BUY_DN,1,0.445,0.555,0.450,0.560,0.00,0.00
2026-03-01 10:19:10,52.00,94.74,52.00,00:50,67263.10,67273.00,-9.90,64.95,-33.0,S-UP,W-DOWN,62.3,34.13,OFF,OFF,OFF,-1,BUY_DN,1,0.330,0.670,0.340,0.670,0.00,0.00
2026-03-01 10:19:26,52.00,94.74,52.00,00:34,67261.70,67273.00,-11.30,64.95,-53.0,S-UP,W-DOWN,61.1,35.87,OFF,OFF,OFF,-1,BUY_DN,1,0.235,0.765,0.240,0.770,0.00,0.00
2026-03-01 10:19:41,52.00,94.74,52.00,00:19,67256.78,67273.00,-16.22,64.95,-87.0,S-UP,W-DOWN,60.7,36.47,OFF,OFF,OFF,-1,BUY_DN,1,0.065,0.935,0.070,0.940,0.00,0.00
TRADE_EVENT,2026-03-01 10:19:51,BUY,UP,12.00,0.50000,0.50000,0.00000,24.00,0.00,N/A,0.00,40.00,PreBuy_Reversal (gap:1.0¢ | Winner:DOWN)
2026-03-01 10:19:57,40.00,94.74,40.00,00:04,67255.30,67273.00,-17.70,64.95,-95.0,S-UP,W-DOWN,58.3,40.28,OFF,OFF,OFF,-1,BUY_DN,1,0.025,0.975,0.030,0.980,24.00,0.00
TRADE_EVENT,2026-03-01 10:19:59,SETTLE,DOWN,0.00,1.00000,1.00000,0.00000,0.00,0.00,N/A,0.00,40.00,Win: DOWN | PnL: -12.00
2026-03-01 10:20:12,40.00,94.74,40.00,04:48,67249.80,67249.80,0.00,0.00,-41.0,S-UP,W-DOWN,55.5,35.89,OFF,OFF,OFF,0,NEUTRAL,0,0.310,0.705,0.320,0.730,0.00,0.00
2026-03-01 10:20:28,40.00,94.74,40.00,04:32,67168.10,67249.80,-81.70,81.70,-69.0,S-UP,W-DOWN,48.3,49.57,OFF,OFF,OFF,-1,BUY_DN,1,0.155,0.845,0.160,0.850,0.00,0.00
2026-03-01 10:20:44,40.00,94.74,40.00,04:16,67159.24,67249.80,-90.56,99.90,-65.0,S-UP,W-DOWN,48.3,50.92,OFF,OFF,OFF,-1,BUY_DN,1,0.175,0.825,0.180,0.830,0.00,0.00
2026-03-01 10:20:59,40.00,94.74,40.00,04:01,67159.24,67249.80,-90.56,100.00,-69.0,S-UP,W-DOWN,48.1,50.92,OFF,OFF,OFF,-1,BUY_DN,1,0.155,0.845,0.160,0.850,0.00,0.00
2026-03-01 10:21:15,40.00,94.74,40.00,03:45,67149.80,67249.80,-100.00,100.00,-71.0,S-UP,W-DOWN,49.0,47.33,OFF,OFF,OFF,-1,BUY_DN,1,0.145,0.855,0.150,0.860,0.00,0.00
2026-03-01 10:21:30,40.00,94.74,40.00,03:30,67148.78,67249.80,-101.02,101.02,-75.0,S-UP,W-DOWN,48.4,48.64,OFF,OFF,OFF,-1,BUY_DN,1,0.125,0.875,0.130,0.880,0.00,0.00
2026-03-01 10:21:46,40.00,94.74,40.00,03:14,67143.00,67249.80,-106.80,106.80,-71.0,S-UP,W-DOWN,49.4,52.16,OFF,OFF,OFF,-1,BUY_DN,1,0.145,0.855,0.150,0.860,0.00,0.00
2026-03-01 10:22:01,40.00,94.74,40.00,02:59,67131.24,67249.80,-118.56,118.56,-69.0,S-UP,W-DOWN,49.3,52.16,OFF,OFF,OFF,-1,BUY_DN,1,0.155,0.845,0.160,0.850,0.00,0.00
2026-03-01 10:22:17,40.00,94.74,40.00,02:43,67156.76,67249.80,-93.04,118.56,-73.0,S-UP,W-DOWN,49.7,40.54,OFF,OFF,OFF,-1,BUY_DN,1,0.135,0.865,0.140,0.870,0.00,0.00
2026-03-01 10:22:32,40.00,94.74,40.00,02:28,67156.76,67249.80,-93.04,118.56,-71.0,S-UP,W-DOWN,49.7,40.54,OFF,OFF,OFF,-1,BUY_DN,1,0.145,0.855,0.150,0.860,0.00,0.00
2026-03-01 10:22:48,40.00,94.74,40.00,02:12,67156.76,67249.80,-93.04,118.56,-69.0,S-UP,W-DOWN,52.0,45.15,OFF,OFF,OFF,-1,BUY_DN,1,0.155,0.845,0.160,0.850,0.00,0.00
2026-03-01 10:23:04,40.00,94.74,40.00,01:56,67173.50,67249.80,-76.30,118.56,-35.0,S-UP,W-DOWN,54.4,49.75,OFF,OFF,OFF,-1,BUY_DN,1,0.325,0.675,0.330,0.680,0.00,0.00
2026-03-01 10:23:20,40.00,94.74,40.00,01:41,67173.50,67249.80,-76.30,118.56,-35.0,S-UP,W-DOWN,55.2,43.90,OFF,OFF,OFF,-1,BUY_DN,1,0.325,0.675,0.330,0.680,0.00,0.00
2026-03-01 10:23:35,40.00,94.74,40.00,01:26,67213.56,67249.80,-36.24,118.56,-25.0,S-UP,W-DOWN,56.7,47.27,OFF,OFF,OFF,-1,BUY_DN,1,0.375,0.625,0.380,0.630,0.00,0.00
2026-03-01 10:23:50,40.00,94.74,40.00,01:10,67239.90,67249.80,-9.90,118.56,39.0,S-UP,W-DOWN,58.2,50.74,OFF,OFF,OFF,-1,BUY_DN,1,0.705,0.305,0.710,0.320,0.00,0.00
2026-03-01 10:24:06,40.00,94.74,40.00,00:54,67230.76,67249.80,-19.04,124.46,81.0,S-UP,W-DOWN,59.9,48.50,OFF,OFF,OFF,-1,BUY_DN,1,0.905,0.095,0.910,0.100,0.00,0.00
2026-03-01 10:24:21,40.00,94.74,40.00,00:39,67230.76,67249.80,-19.04,124.46,91.0,S-UP,W-DOWN,60.8,50.74,OFF,OFF,OFF,-1,BUY_DN,1,0.955,0.045,0.960,0.050,0.00,0.00
2026-03-01 10:24:36,40.00,94.74,40.00,00:24,67281.34,67249.80,31.54,150.10,93.0,S-UP,W-DOWN,61.7,53.17,OFF,OFF,OFF,-1,BUY_DN,1,0.965,0.035,0.970,0.040,0.00,0.00
TRADE_EVENT,2026-03-01 10:24:50,BUY,DOWN,12.00,0.50000,0.50000,0.00000,24.00,0.00,N/A,0.00,28.00,PreBuy_Reversal (gap:2.0¢ | Winner:UP)
2026-03-01 10:24:52,28.00,94.74,28.00,00:08,67281.34,67249.80,31.54,150.10,99.0,S-UP,W-DOWN,61.7,53.20,OFF,OFF,OFF,-1,BUY_DN,1,0.995,0.010,1.000,0.010,0.00,24.00
TRADE_EVENT,2026-03-01 10:24:59,SETTLE,UP,0.00,1.00000,1.00000,0.00000,0.00,0.00,N/A,0.00,28.00,Win: UP | PnL: -12.00
2026-03-01 10:25:07,28.00,94.74,28.00,04:53,67289.66,67289.66,0.00,0.00,99.1,S-UP,W-DOWN,60.2,33.86,OFF,OFF,OFF,0,NEUTRAL,0,0.995,0.009,1.000,0.009,0.00,0.00
2026-03-01 10:25:23,28.00,94.74,28.00,04:37,67279.20,67289.66,-10.46,10.46,-1.0,S-UP,W-DOWN,60.2,33.86,OFF,OFF,OFF,-1,BUY_DN,1,0.495,0.505,0.500,0.510,0.00,0.00
2026-03-01 10:25:39,28.00,94.74,28.00,04:21,67279.20,67289.66,-10.46,10.46,-19.0,S-UP,W-DOWN,60.0,34.14,OFF,OFF,OFF,-1,BUY_DN,1,0.405,0.595,0.410,0.600,0.00,0.00
2026-03-01 10:25:55,28.00,94.74,28.00,04:05,67261.10,67289.66,-28.56,28.56,-23.0,S-UP,W-DOWN,58.5,36.58,OFF,OFF,OFF,-1,BUY_DN,1,0.385,0.615,0.390,0.620,0.00,0.00
2026-03-01 10:26:10,28.00,94.74,28.00,03:51,67259.31,67289.66,-30.34,30.34,-25.0,S-UP,W-DOWN,58.5,30.22,OFF,OFF,OFF,-1,BUY_DN,1,0.375,0.625,0.380,0.630,0.00,0.00
2026-03-01 10:26:26,28.00,94.74,28.00,03:34,67259.31,67289.66,-30.34,30.34,-11.0,S-UP,W-DOWN,59.7,34.92,OFF,OFF,OFF,-1,BUY_DN,1,0.445,0.555,0.450,0.560,0.00,0.00
2026-03-01 10:26:42,28.00,94.74,28.00,03:18,67270.45,67289.66,-19.21,30.34,-15.0,S-UP,W-DOWN,59.7,34.92,OFF,OFF,OFF,-1,BUY_DN,1,0.425,0.575,0.430,0.580,0.00,0.00
2026-03-01 10:26:57,28.00,94.74,28.00,03:03,67261.80,67289.66,-27.86,30.34,-13.0,S-UP,W-DOWN,60.1,35.75,OFF,OFF,OFF,-1,BUY_DN,1,0.435,0.565,0.440,0.570,0.00,0.00
2026-03-01 10:27:12,28.00,94.74,28.00,02:48,67261.90,67289.66,-27.76,30.34,-2.0,S-UP,W-DOWN,60.1,25.76,OFF,OFF,OFF,-1,BUY_DN,1,0.490,0.510,0.500,0.520,0.00,0.00
2026-03-01 10:27:28,28.00,94.74,28.00,02:32,67272.00,67289.66,-17.66,30.34,3.0,S-UP,W-DOWN,60.8,27.24,OFF,OFF,OFF,-1,BUY_DN,1,0.515,0.485,0.520,0.490,0.00,0.00
2026-03-01 10:27:44,28.00,94.74,28.00,02:16,67279.20,67289.66,-10.46,30.34,3.0,S-UP,W-DOWN,60.8,27.24,OFF,OFF,OFF,-1,BUY_DN,1,0.515,0.485,0.520,0.490,0.00,0.00
2026-03-01 10:28:00,28.00,94.74,28.00,02:00,67277.83,67289.66,-11.82,30.34,-7.0,S-UP,W-DOWN,59.5,30.67,OFF,OFF,OFF,-1,BUY_DN,1,0.465,0.535,0.470,0.540,0.00,0.00
2026-03-01 10:28:16,28.00,94.74,28.00,01:44,67279.10,67289.66,-10.56,30.34,-16.0,S-UP,W-DOWN,59.5,18.72,OFF,OFF,OFF,-1,BUY_DN,1,0.420,0.585,0.430,0.590,0.00,0.00
2026-03-01 10:28:31,28.00,94.74,28.00,01:29,67276.20,67289.66,-13.46,30.34,-37.0,S-UP,W-DOWN,57.7,21.20,OFF,OFF,OFF,-1,BUY_DN,1,0.315,0.685,0.320,0.690,0.00,0.00
2026-03-01 10:28:46,28.00,94.74,28.00,01:14,67248.50,67289.66,-41.16,41.16,-89.0,S-UP,W-DOWN,54.4,30.66,OFF,OFF,OFF,-1,BUY_DN,1,0.055,0.945,0.060,0.950,0.00,0.00
2026-03-01 10:29:02,28.00,94.74,28.00,00:58,67226.10,67289.66,-63.56,66.76,-83.0,S-UP,W-DOWN,53.4,30.66,OFF,OFF,OFF,-1,BUY_DN,1,0.085,0.915,0.090,0.920,0.00,0.00
2026-03-01 10:29:18,28.00,94.74,28.00,00:42,67222.89,67289.66,-66.76,66.76,-89.0,S-UP,W-DOWN,53.4,25.11,OFF,OFF,OFF,-1,BUY_DN,1,0.055,0.945,0.060,0.950,0.00,0.00
2026-03-01 10:29:33,28.00,94.74,28.00,00:27,67226.10,67289.66,-63.56,66.76,-95.0,S-UP,W-DOWN,52.3,29.80,OFF,OFF,OFF,-1,BUY_DN,1,0.025,0.975,0.030,0.980,0.00,0.00
2026-03-01 10:29:49,28.00,94.74,28.00,00:11,67224.37,67289.66,-65.29,66.76,-97.0,S-UP,W-DOWN,53.5,30.05,OFF,OFF,OFF,-1,BUY_DN,1,0.015,0.985,0.020,0.990,0.00,0.00
TRADE_EVENT,2026-03-01 10:29:51,BUY,UP,12.00,0.50000,0.50000,0.00000,24.00,0.00,N/A,0.00,16.00,PreBuy_Reversal (gap:1.0¢ | Winner:DOWN)
TRADE_EVENT,2026-03-01 10:29:59,SETTLE,DOWN,0.00,1.00000,1.00000,0.00000,0.00,0.00,N/A,0.00,16.00,Win: DOWN | PnL: -12.00
2026-03-01 10:30:05,16.00,94.74,16.00,00:00,67231.30,67289.66,-58.36,66.76,-99.1,S-UP,W-DOWN,53.5,27.33,OFF,OFF,OFF,0,NEUTRAL,0,0.009,0.995,0.009,1.000,0.00,0.00
2026-03-01 10:30:20,16.00,94.74,16.00,04:40,67231.30,67231.30,0.00,0.00,3.0,S-UP,W-DOWN,54.4,28.80,OFF,OFF,OFF,1,BUY_UP,1,0.515,0.485,0.520,0.490,0.00,0.00
2026-03-01 10:30:35,16.00,94.74,16.00,04:25,67231.20,67231.30,-0.10,2.99,16.0,S-UP,W-DOWN,55.6,32.70,OFF,OFF,OFF,1,BUY_UP,1,0.585,0.420,0.590,0.430,0.00,0.00
2026-03-01 10:30:51,16.00,94.74,16.00,04:09,67231.20,67231.30,-0.10,2.99,11.0,S-UP,W-DOWN,54.6,32.70,OFF,OFF,OFF,1,BUY_UP,1,0.555,0.445,0.560,0.450,0.00,0.00
2026-03-01 10:31:06,16.00,94.74,16.00,03:54,67226.67,67231.30,-4.63,4.63,25.0,S-UP,W-DOWN,55.6,32.70,OFF,OFF,OFF,1,BUY_UP,1,0.625,0.375,0.630,0.380,0.00,0.00
2026-03-01 10:31:21,16.00,94.74,16.00,03:39,67231.30,67231.30,0.00,20.72,-19.0,S-UP,W-DOWN,51.7,29.39,OFF,OFF,OFF,1,BUY_UP,1,0.405,0.595,0.410,0.600,0.00,0.00
2026-03-01 10:31:37,16.00,94.74,16.00,03:23,67247.40,67231.30,16.10,20.72,-17.0,S-UP,W-DOWN,51.7,29.39,OFF,OFF,OFF,1,BUY_UP,1,0.420,0.580,0.420,0.590,0.00,0.00
2026-03-01 10:31:52,16.00,94.74,16.00,03:08,67218.16,67231.30,-13.14,29.24,-17.0,S-UP,W-DOWN,51.7,29.39,OFF,OFF,OFF,1,BUY_UP,1,0.415,0.585,0.420,0.590,0.00,0.00
2026-03-01 10:32:08,16.00,94.74,16.00,02:52,67218.16,67231.30,-13.14,29.24,-27.0,S-UP,W-DOWN,49.9,27.04,OFF,OFF,OFF,1,BUY_UP,1,0.365,0.635,0.370,0.640,0.00,0.00
2026-03-01 10:32:24,16.00,94.74,16.00,02:36,67206.41,67231.30,-24.89,40.99,-18.0,S-UP,W-DOWN,52.0,30.31,OFF,OFF,OFF,1,BUY_UP,1,0.410,0.590,0.420,0.600,0.00,0.00
2026-03-01 10:32:40,16.00,94.74,16.00,02:20,67226.00,67231.30,-5.30,40.99,-39.0,S-UP,W-DOWN,51.1,30.31,OFF,OFF,OFF,1,BUY_UP,1,0.305,0.695,0.310,0.700,0.00,0.00
2026-03-01 10:32:56,16.00,94.74,16.00,02:04,67206.10,67231.30,-25.20,41.30,-55.0,S-UP,W-DOWN,49.8,30.49,OFF,OFF,OFF,1,BUY_UP,1,0.225,0.775,0.230,0.780,0.00,0.00
2026-03-01 10:33:12,16.00,94.74,16.00,01:48,67186.00,67231.30,-45.30,61.40,-87.0,S-UP,W-DOWN,45.4,25.37,OFF,OFF,OFF,1,BUY_UP,1,0.065,0.935,0.070,0.940,0.00,0.00
2026-03-01 10:33:27,16.00,94.74,16.00,01:33,67172.56,67231.30,-58.74,74.83,-91.0,S-UP,W-DOWN,43.9,28.71,OFF,OFF,OFF,1,BUY_UP,1,0.045,0.955,0.050,0.960,0.00,0.00
